Номер кейса,Номер задачи,ID клиента,Пол,Канал обращения,Ответственный отдел,Категория услуг,Услуга,Программа,Дата и время создания (МСК),Что делали,Страна,Город,"""Технический кейс"""
3480,3480.4926,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,11.06.2024 17:37,Бронирование/покупка,Россия,Москва,0
3475,3475.4920,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,11.06.2024 16:44,Бронирование/покупка,Россия,Москва,0
3195,3195.4781,184,,Чат,Лайфстайл,Размещение,Отели,Базовый,09.06.2024 12:54,Бронирование/покупка,Россия,Москва,0
3343,3343.4746,184,,Мессенджер,Путешествия,Путешествия,Поезда,Базовый,09.06.2024 04:52,Инфо,Россия,Москва,0
3195,3195.4650,184,,Чат,Лайфстайл,Размещение,Отели,Базовый,07.06.2024 18:27,Инфо,Россия,Москва,0
3197,3197.4555,184,,Мессенджер,Лайфстайл,Сервисы,Подбор персонала,Базовый,06.06.2024 12:59,Инфо,Россия,Москва,0
3196,3196.4553,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,06.06.2024 12:36,Подборка,Россия,Москва,0
3195,3195.4552,184,,Чат,Лайфстайл,Мероприятия,Афиша,Базовый,06.06.2024 12:26,Подборка,Россия,Москва,0
2999,2999.4272,184,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,02.06.2024 12:27,Бронирование/покупка,Россия,Москва,0
2895,2895.4084,184,,,,Информационная поддержка,Информационный запрос,Базовый,31.05.2024 18:59,,,,0
2881,2881.4069,184,,,,Путешествия,Авиа,Базовый,31.05.2024 16:43,,,,0
2806,2806.3980,184,,,,Размещение,Отели,Базовый,29.05.2024 19:00,,Италия,"Италия, Sardinia, Ala dei Sardi",0
2790,2790.3958,184,,,,Гастро,Ресторан,Базовый,29.05.2024 16:12,,Россия,Москва,0
2563,2563.3669,184,,,,Гастро,Ресторан,Базовый,24.05.2024 13:47,,Россия,Москва,0
2550,2550.3654,184,,,,Размещение,Отели,Базовый,24.05.2024 10:07,,Россия,"Тверская обл, Конаковский р-н, село Завидово",0
2523,2523.3567,184,,,,Гастро,Ресторан,Базовый,23.05.2024 18:53,,Россия,Москва,0
2501,2501.3541,184,,,,Сервисы,"Доставка, курьер",Базовый,23.05.2024 15:04,,Испания,"Испания, Каталония, Барселона",0
2433,2433.3472,184,,,,Гастро,Ресторан,Базовый,21.05.2024 21:48,,Россия,Москва,0
2392,2392.3427,184,,,,Размещение,Отели,Базовый,21.05.2024 11:37,,Россия,Тверь,0
2238,2238.3398,184,,,,Путешествия,Лодки без проживания,Базовый,21.05.2024 11:16,,Россия,Санкт-Петербург,0
2238,2238.3251,184,,,,Размещение,Отели,Базовый,17.05.2024 16:09,,Россия,Санкт-Петербург,0
2234,2234.3246,184,,,,Гастро,Ресторан,Базовый,17.05.2024 14:13,,Россия,Москва,0
2177,2177.3175,184,,,,Путешествия,Визовая поддержка,Базовый,16.05.2024 14:25,,,,0
2177,2177.3172,184,,,,Путешествия,Авиа,Базовый,16.05.2024 14:06,,,,0
1869,1869.3040,184,,,,Путешествия,Трансфер,Базовый,13.05.2024 14:23,,,,0
1869,1869.2829,184,,,,Путешествия,Лодки без проживания,Базовый,08.05.2024 16:17,,Турция,Бодрум,0
1869,1869.2794,184,,,,Размещение,Размещение,Базовый,07.05.2024 15:05,,Турция,Бодрум,0
1869,1869.2795,184,,,,Размещение,Размещение,Базовый,07.05.2024 15:05,,Турция,Бодрум,0
1869,1869.2796,184,,,,Путешествия,Трансфер,Базовый,07.05.2024 15:05,,,,0
1869,1869.2797,184,,,,Путешествия,Трансфер,Базовый,07.05.2024 15:05,,,,0
1868,1868.2793,184,,,,Информационная поддержка,Редирект,Базовый,07.05.2024 14:47,,,,0
1524,1524.2364,184,Женский,Мессенджер,Лайфстайл,Сервисы,Медицина,Базовый,25.04.2024 11:09,,Россия,Москва,0
1520,1520.2359,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,25.04.2024 10:01,,Россия,Москва,0
1515,1515.2354,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,24.04.2024 21:26,,Россия,Москва,0
1474,1474.2308,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,23.04.2024 16:02,,Россия,Москва,0
1367,1367.2128,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,18.04.2024 11:09,,Россия,Москва,0
870,870.1523,184,Женский,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,03.04.2024 19:09,,Россия,Москва,0
29510,29510.33823,183,,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,15.11.2024 23:44,Инфо,Россия,Москва,0
27561,27561.31655,183,,Мессенджер,Лайфстайл,Сервисы,Медицина,VIP,06.11.2024 12:07,Инфо,Россия,Москва,0
20077,20077.23214,183,,Мессенджер,Первая Линия,Информационная поддержка,Информационный запрос,VIP,28.09.2024 23:48,Инфо,Россия,Москва,0
17464,17464.20324,183,,Мессенджер,Лайфстайл,Товары,Красота и здоровье,VIP,15.09.2024 13:00,"Инфо, Подборка",Россия,Москва,0
16722,16722.19580,183,,Мессенджер,Лайфстайл,Товары,"Одежда, обувь, аксессуары",VIP,11.09.2024 16:13,Инфо,Россия,Москва,0
15458,15458.18070,183,,Мессенджер,Лайфстайл,Товары,Коллекция подарков,VIP,03.09.2024 16:36,Подборка,Россия,Москва,0
13025,13025.15430,183,Женский,Чат,Лайфстайл,Мероприятия,Представления,VIP,20.08.2024 18:16,Инфо,Россия,Москва,0
13025,13025.15371,183,Женский,Чат,Лайфстайл,Мероприятия,Представления,VIP,20.08.2024 13:15,Инфо,Россия,Москва,0
13025,13025.15370,183,Женский,Чат,Лайфстайл,Мероприятия,Музеи и Выставки,VIP,20.08.2024 13:14,Инфо,Россия,Москва,0
8425,8425.10369,183,Женский,Мессенджер,Путешествия,Сервисы,Бьюти,VIP,25.07.2024 16:08,Инфо,Россия,Москва,0
8425,8425.10286,183,Женский,Мессенджер,Путешествия,Размещение,Отели,VIP,25.07.2024 11:25,"Инфо, Подборка",Россия,Москва,0
7748,7748.9533,183,Женский,Мессенджер,Путешествия,Путешествия,Гиды и Экскурсии,VIP,21.07.2024 13:32,Инфо,Россия,Москва,0
6452,6452.8246,183,Женский,Мессенджер,Лайфстайл,Мероприятия,Мероприятия,VIP,14.07.2024 20:02,Инфо,Россия,Москва,0
5975,5975.7745,183,Женский,Телефон,Первая Линия,Сервисы,Бесплатная юридическая консультация,VIP,11.07.2024 20:54,Передано партнеру,Россия,Москва,0
5354,5354.7077,183,Женский,Мессенджер,Лайфстайл,Сервисы,Сервисы,VIP,09.07.2024 14:40,"Инфо, Подборка",Россия,Москва,0
5354,5354.7074,183,Женский,Мессенджер,Лайфстайл,Сервисы,Сервисы,VIP,09.07.2024 14:37,"Инфо, Подборка",Россия,Москва,0
4848,4848.6499,183,Женский,Чат,Путешествия,Путешествия,Аренда транспорта с водителем,VIP,04.07.2024 15:06,Инфо,Россия,Москва,0
4399,4399.5977,183,,Мессенджер,Лайфстайл,Сервисы,"Доставка, курьер",VIP,27.06.2024 14:13,Бронирование/покупка,Россия,Москва,0
4400,4400.5954,183,,Мессенджер,Путешествия,Путешествия,Визовая поддержка,VIP,27.06.2024 10:41,Передано партнеру,Россия,Москва,0
4399,4399.5953,183,,Мессенджер,Лайфстайл,Гастро,Алкоголь,VIP,27.06.2024 10:11,"Подборка, Бронирование/покупка",Россия,Москва,0
